,symbol,T,bte_3
823,BrCu,400,0.6293961942
824,BrCu,450,0.5588030001
825,BrCu,500,0.5025065595
826,BrCu,550,0.4565502772
827,BrCu,600,0.4183177075
828,BrCu,650,0.3860083393
829,BrCu,700,0.3583419839
830,BrCu,750,0.3343831875
831,BrCu,800,0.3134323468
832,BrCu,850,0.294955692
833,BrCu,900,0.2785388427
834,BrCu,950,0.2638551601
835,BrCu,1000,0.2506436696
836,F4Sn,100,7.145754892
837,F4Sn,150,4.930982113
838,F4Sn,200,3.800455848
839,F4Sn,250,3.098504371
840,F4Sn,300,2.616100765
841,F4Sn,350,2.263125697
842,F4Sn,400,1.993442412
843,F4Sn,450,1.780665823
844,F4Sn,500,1.608578139
845,F4Sn,550,1.466560445
846,F4Sn,600,1.347400069
847,F4Sn,650,1.246015849
848,F4Sn,700,1.158724877
849,F4Sn,750,1.082792911
850,F4Sn,800,1.016147853
851,F4Sn,850,0.9571911298
852,F4Sn,900,0.9046700182
853,F4Sn,950,0.8575891166
854,F4Sn,1000,0.8151476492
855,FLi,100,86.81970663
856,FLi,150,44.29799309
857,FLi,200,29.89538316
858,FLi,250,22.75613331
859,FLi,300,18.46972282
860,FLi,350,15.59114871
861,FLi,400,13.51387186
862,FLi,450,11.93860272
863,FLi,500,10.70002357
864,FLi,550,9.698981765
865,FLi,600,8.872184982
866,FLi,650,8.177218889
867,FLi,700,7.584532036
868,FLi,750,7.072868714
869,FLi,800,6.626528978
870,FLi,850,6.233653066
871,FLi,900,5.885107796
872,FLi,950,5.573741157
873,FLi,1000,5.293869907
874,INSr2,100,6.251759631
875,INSr2,150,3.9580021
876,INSr2,200,2.924576648
877,INSr2,250,2.327406659
878,INSr2,300,1.935283241
879,INSr2,350,1.657114283
880,INSr2,400,1.449205962
881,INSr2,450,1.287802916
882,INSr2,500,1.158821444
883,INSr2,550,1.053361833
884,INSr2,600,0.9655165334
885,INSr2,650,0.8912070653
886,INSr2,700,0.8275256321
887,INSr2,750,0.7723425753
888,INSr2,800,0.7240620961
889,INSr2,850,0.6814646782
890,INSr2,900,0.6436022686
891,INSr2,950,0.6097266777
892,INSr2,1000,0.5792395207
893,IO3Rb,100,2.376010772
894,IO3Rb,150,1.714325586
895,IO3Rb,200,1.407929362
896,IO3Rb,250,1.223342686
897,IO3Rb,300,1.090214999
898,IO3Rb,350,0.9843974666
899,IO3Rb,400,0.8964203852
900,IO3Rb,450,0.8216920999
901,IO3Rb,500,0.7574396265
902,IO3Rb,550,0.7017150518
903,IO3Rb,600,0.6530375427
904,IO3Rb,650,0.6102391767
905,IO3Rb,700,0.5723823892
906,IO3Rb,750,0.5387069386
907,IO3Rb,800,0.5085918998
908,IO3Rb,850,0.4815269505
909,IO3Rb,900,0.4570901639
910,IO3Rb,950,0.4349306501
911,IO3Rb,1000,0.4147549068
912,MgO,100,176.2459585
913,MgO,150,94.17289359
914,MgO,200,68.35949717
915,MgO,250,55.06971463
916,MgO,300,46.53989795
917,MgO,350,40.44725532
918,MgO,400,35.82385907
919,MgO,450,32.17505599
920,MgO,500,29.21364075
921,MgO,550,26.75828701
922,MgO,600,24.68762881
923,MgO,650,22.9168507
924,MgO,700,21.38466379
925,MgO,750,20.04557135
926,MgO,800,18.86503812
927,MgO,850,17.81634984
928,MgO,900,16.87850341
929,MgO,950,16.03474996
930,MgO,1000,15.27156487
931,PdSnTi,100,44.20018419
932,PdSnTi,150,25.61243677
933,PdSnTi,200,18.39073867
934,PdSnTi,250,14.46928574
935,PdSnTi,300,11.97314347
936,PdSnTi,350,10.23193522
937,PdSnTi,400,8.942804151
938,PdSnTi,450,7.947450265
939,PdSnTi,500,7.154490156
940,PdSnTi,550,6.507229147
941,PdSnTi,600,5.96851564
942,PdSnTi,650,5.512934067
943,PdSnTi,700,5.122482148
944,PdSnTi,750,4.784036823
945,PdSnTi,800,4.487797789
946,PdSnTi,850,4.226293619
947,PdSnTi,900,3.993725876
948,PdSnTi,950,3.785523866
949,PdSnTi,1000,3.598034878
950,Rb2S,100,5.444935016
951,Rb2S,150,3.479245035
952,Rb2S,200,2.571232615
953,Rb2S,250,2.04345364
954,Rb2S,300,1.697040711
955,Rb2S,350,1.451740729
956,Rb2S,400,1.268732352
957,Rb2S,450,1.126876155
958,Rb2S,500,1.013652477
959,Rb2S,550,0.9211647964
960,Rb2S,600,0.8441819366
961,Rb2S,650,0.7790990685
962,Rb2S,700,0.7233502848
963,Rb2S,750,0.6750589623
964,Rb2S,800,0.6328205869
965,Rb2S,850,0.5955629098
966,Rb2S,900,0.5624530807
967,Rb2S,950,0.5328343064
968,Rb2S,1000,0.5061816258
969,Ru2SiZr,100,36.51238179
970,Ru2SiZr,150,23.95578593
971,Ru2SiZr,200,18.40712834
972,Ru2SiZr,250,15.06445815
973,Ru2SiZr,300,12.78188693
974,Ru2SiZr,350,11.11128214
975,Ru2SiZr,400,9.831656603
976,Ru2SiZr,450,8.818616948
977,Ru2SiZr,500,7.996060369
978,Ru2SiZr,550,7.314564141
979,Ru2SiZr,600,6.740543489
980,Ru2SiZr,650,6.250340005
981,Ru2SiZr,700,5.826789705
982,Ru2SiZr,750,5.45712949
983,Ru2SiZr,800,5.131667408
984,Ru2SiZr,850,4.842909032
985,Ru2SiZr,900,4.584966743
986,Ru2SiZr,950,4.353150241
987,Ru2SiZr,1000,4.143676436
988,SeSr,100,31.11818631
989,SeSr,150,22.37719797
990,SeSr,200,17.5857751
991,SeSr,250,14.51462931
992,SeSr,300,12.3683662
993,SeSr,350,10.78056203
994,SeSr,400,9.556964298
995,SeSr,450,8.584491807
996,SeSr,500,7.792678504
997,SeSr,550,7.135260783
998,SeSr,600,6.580578527
999,SeSr,650,6.106282788
1000,SeSr,700,5.695927679
1001,SeSr,750,5.337409132
1002,SeSr,800,5.021465913
1003,SeSr,850,4.740923175
1004,SeSr,900,4.49013531
1005,SeSr,950,4.264598529
1006,SeSr,1000,4.060675696
1007,As2CaZn2,100,8.136127324
1008,As2CaZn2,150,5.075268243
1009,As2CaZn2,200,3.72549635
1010,As2CaZn2,250,2.953281627
1011,As2CaZn2,300,2.449865852
1012,As2CaZn2,350,2.094594272
1013,As2CaZn2,400,1.830032195
1014,As2CaZn2,450,1.625183801
1015,As2CaZn2,500,1.461791259
1016,As2CaZn2,550,1.328378747
1017,As2CaZn2,600,1.217361608
1018,As2CaZn2,650,1.123521654
1019,As2CaZn2,700,1.043148866
1020,As2CaZn2,750,0.9735321251
1021,As2CaZn2,800,0.9126436183
1022,As2CaZn2,850,0.8589359702
1023,As2CaZn2,900,0.8112077073
1024,As2CaZn2,950,0.7685115911
1025,As2CaZn2,1000,0.7300906696
1026,BaSe,100,20.76283146
1027,BaSe,150,14.19008931
1028,BaSe,200,10.81232924
1029,BaSe,250,8.743019997
1030,BaSe,300,7.342191755
1031,BaSe,350,6.330008954
1032,BaSe,400,5.564018681
1033,BaSe,450,4.963936696
1034,BaSe,500,4.481020959
1035,BaSe,550,4.083947299
1036,BaSe,600,3.751658512
1037,BaSe,650,3.469472238
1038,BaSe,700,3.226868794
1039,BaSe,750,3.016001692
1040,BaSe,800,2.831040899
1041,BaSe,850,2.667483593
1042,BaSe,900,2.521814186
1043,BaSe,950,2.391247645
1044,BaSe,1000,2.273548977
1045,BiNaTe2,100,2.009274063
1046,BiNaTe2,150,1.313432263
1047,BiNaTe2,200,0.9795387598
1048,BiNaTe2,250,0.7819439996
1049,BiNaTe2,300,0.6510007367
1050,BiNaTe2,350,0.5577506535
1051,BiNaTe2,400,0.4879283193
1052,BiNaTe2,450,0.4336739603
1053,BiNaTe2,500,0.3902953552
1054,BiNaTe2,550,0.354816164
1055,BiNaTe2,600,0.3252564428
1056,BiNaTe2,650,0.3002475069
1057,BiNaTe2,700,0.2788127575
1058,BiNaTe2,750,0.2602365679
1059,BiNaTe2,800,0.2439825171
1060,BiNaTe2,850,0.2296405695
1061,BiNaTe2,900,0.2168919055
1062,BiNaTe2,950,0.2054848826
1063,BiNaTe2,1000,0.1952182206
1064,C2Cs2Pt,100,0.6850350797
1065,C2Cs2Pt,150,0.6978648691
1066,C2Cs2Pt,200,0.6312486792
1067,C2Cs2Pt,250,0.557039896
1068,C2Cs2Pt,300,0.4916937122
1069,C2Cs2Pt,350,0.4371315529
1070,C2Cs2Pt,400,0.3920149816
1071,C2Cs2Pt,450,0.3545524442
1072,C2Cs2Pt,500,0.3231687308
1073,C2Cs2Pt,550,0.2966094989
1074,C2Cs2Pt,600,0.2739051151
1075,C2Cs2Pt,650,0.2543103473
1076,C2Cs2Pt,700,0.2372501694
1077,C2Cs2Pt,750,0.2222772868
1078,C2Cs2Pt,800,0.2090403578
1079,C2Cs2Pt,850,0.197260577
1080,C2Cs2Pt,900,0.1867144527
1081,C2Cs2Pt,950,0.1772210838
1082,C2Cs2Pt,1000,0.1686326899
1083,C2K2Pt,100,15.27601717
1084,C2K2Pt,150,11.70296792
1085,C2K2Pt,200,9.796989163
1086,C2K2Pt,250,8.459399691
1087,C2K2Pt,300,7.429371703
1088,C2K2Pt,350,6.608116784
1089,C2K2Pt,400,5.940664857
1090,C2K2Pt,450,5.389942708
1091,C2K2Pt,500,4.92942348
1092,C2K2Pt,550,4.539593711
1093,C2K2Pt,600,4.205793025
1094,C2K2Pt,650,3.917051416
1095,C2K2Pt,700,3.665007197
1096,C2K2Pt,750,3.443117277
1097,C2K2Pt,800,3.246342283
1098,C2K2Pt,850,3.070674792
1099,C2K2Pt,900,2.912909079
1100,C2K2Pt,950,2.770478318
1101,C2K2Pt,1000,2.641216912
1102,CaN2Zn2,100,19.44604788
1103,CaN2Zn2,150,11.25529885
1104,CaN2Zn2,200,8.004597806
1105,CaN2Zn2,250,6.259369328
1106,CaN2Zn2,300,5.159529445
1107,CaN2Zn2,350,4.397254534
1108,CaN2Zn2,400,3.835276832
1109,CaN2Zn2,450,3.402676985
1110,CaN2Zn2,500,3.058848462
1111,CaN2Zn2,550,2.778737693
1112,CaN2Zn2,600,2.545989847
1113,CaN2Zn2,650,2.349447534
1114,CaN2Zn2,700,2.181224709
1115,CaN2Zn2,750,2.035582778
1116,CaN2Zn2,800,1.908242597
1117,CaN2Zn2,850,1.795946246
1118,CaN2Zn2,900,1.69616839
1119,CaN2Zn2,950,1.606920649
1120,CaN2Zn2,1000,1.526615672
1121,CaO,100,74.26190073
1122,CaO,150,42.66033307
1123,CaO,200,30.90416571
1124,CaO,250,24.48746442
1125,CaO,300,20.35797874
1126,CaO,350,17.45014462
1127,CaO,400,15.28194326
1128,CaO,450,13.59912905
1129,CaO,500,12.25339485
1130,CaO,550,11.15184691
1131,CaO,600,10.2331155
1132,CaO,650,9.454934168
1133,CaO,700,8.787199883
1134,CaO,750,8.207869955
1135,CaO,800,7.700422477
1136,CaO,850,7.252223768
1137,CaO,900,6.853444714
1138,CaO,950,6.496321448
1139,CaO,1000,6.174638774
1140,CaP2Zn2,100,15.01340666
1141,CaP2Zn2,150,8.894846977
1142,CaP2Zn2,200,6.388824456
1143,CaP2Zn2,250,5.013238321
1144,CaP2Zn2,300,4.136646247
1145,CaP2Zn2,350,3.526156338
1146,CaP2Zn2,400,3.075240984
1147,CaP2Zn2,450,2.72794453
1148,CaP2Zn2,500,2.451917165
1149,CaP2Zn2,550,2.227093375
1150,CaP2Zn2,600,2.04033851
1151,CaP2Zn2,650,1.882680507
1152,CaP2Zn2,700,1.747774948
1153,CaP2Zn2,750,1.631004968
1154,CaP2Zn2,800,1.528928607
1155,CaP2Zn2,850,1.438926186
1156,CaP2Zn2,900,1.358967851
1157,CaP2Zn2,950,1.287455952
1158,CaP2Zn2,1000,1.223115531
1159,CCaN2,100,55.32054412
1160,CCaN2,150,34.35566416
1161,CCaN2,200,25.51916438
1162,CCaN2,250,20.51809666
1163,CCaN2,300,17.32976615
1164,CCaN2,350,15.16376262
1165,CCaN2,400,13.62567702
1166,CCaN2,450,12.49275577
1167,CCaN2,500,11.6303703
1168,CCaN2,550,10.95358153
1169,CCaN2,600,10.40720715
1170,CCaN2,650,9.954324595
1171,CCaN2,700,9.570012324
1172,CCaN2,750,9.237031457
1173,CCaN2,800,8.943344068
1174,CCaN2,850,8.680284873
1175,CCaN2,900,8.441684229
1176,CCaN2,950,8.222995394
1177,CCaN2,1000,8.020832175
1178,ClK,100,17.74946167
1179,ClK,150,12.4637709
1180,ClK,200,9.621686408
1181,ClK,250,7.837793185
1182,ClK,300,6.612652055
1183,ClK,350,5.719013842
1184,ClK,400,5.038277361
1185,ClK,450,4.502423998
1186,ClK,500,4.069633031
1187,ClK,550,3.712771432
1188,ClK,600,3.413464424
1189,ClK,650,3.158824731
1190,ClK,700,2.939546016
1191,ClK,750,2.748739706
1192,ClK,800,2.581197613
1193,ClK,850,2.432908941
1194,ClK,900,2.300734844
1195,ClK,950,2.182183668
1196,ClK,1000,2.075252308
1197,CN2Na2,100,13.37334523
1198,CN2Na2,150,8.556215989
1199,CN2Na2,200,6.373780903
1200,CN2Na2,250,5.101479275
1201,CN2Na2,300,4.268537779
1202,CN2Na2,350,3.685916771
1203,CN2Na2,400,3.260768589
1204,CN2Na2,450,2.941013908
1205,CN2Na2,500,2.694566894
1206,CN2Na2,550,2.500384007
1207,CN2Na2,600,2.344122213
1208,CN2Na2,650,2.21577863
1209,CN2Na2,700,2.108289537
1210,CN2Na2,750,2.016572454
1211,CN2Na2,800,1.936997948
1212,CN2Na2,850,1.866890164
1213,CN2Na2,900,1.804312067
1214,CN2Na2,950,1.747795475
1215,CN2Na2,1000,1.696264175
1216,Li2O2Pd,100,125.7624594
1217,Li2O2Pd,150,59.1734677
1218,Li2O2Pd,200,37.28865047
1219,Li2O2Pd,250,27.22968765
1220,Li2O2Pd,300,21.54989143
1221,Li2O2Pd,350,17.90365241
1222,Li2O2Pd,400,15.35670925
1223,Li2O2Pd,450,13.47050023
1224,Li2O2Pd,500,12.01313335
1225,Li2O2Pd,550,10.85058325
1226,Li2O2Pd,600,9.899904327
1227,Li2O2Pd,650,9.106923158
1228,Li2O2Pd,700,8.434692858
1229,Li2O2Pd,750,7.857106394
1230,Li2O2Pd,800,7.355164553
1231,Li2O2Pd,850,6.914692819
1232,Li2O2Pd,900,6.524889336
1233,Li2O2Pd,950,6.177370213
1234,Li2O2Pd,1000,5.865523509
1235,NaO2Sc,100,42.96517188
1236,NaO2Sc,150,22.37956512
1237,NaO2Sc,200,15.33308618
1238,NaO2Sc,250,11.79785629
1239,NaO2Sc,300,9.645384898
1240,NaO2Sc,350,8.181664509
1241,NaO2Sc,400,7.114712214
1242,NaO2Sc,450,6.299305148
1243,NaO2Sc,500,5.654385195
1244,NaO2Sc,550,5.130808324
1245,NaO2Sc,600,4.696886921
1246,NaO2Sc,650,4.331195874
1247,NaO2Sc,700,4.018692412
1248,NaO2Sc,750,3.748485618
1249,NaO2Sc,800,3.512486638
1250,NaO2Sc,850,3.3045566
1251,NaO2Sc,900,3.119949358
1252,NaO2Sc,950,2.954935949
1253,NaO2Sc,1000,2.806544871
1254,NaSbSe2,100,1.756534841
1255,NaSbSe2,150,1.15747289
1256,NaSbSe2,200,0.8661450177
1257,NaSbSe2,250,0.6925397046
1258,NaSbSe2,300,0.5770620995
1259,NaSbSe2,350,0.4946466611
1260,NaSbSe2,400,0.4328538725
1261,NaSbSe2,450,0.3847967553
1262,NaSbSe2,500,0.3463503789
1263,NaSbSe2,550,0.3148922592
1264,NaSbSe2,600,0.2886749748
1265,NaSbSe2,650,0.2664891094
1266,NaSbSe2,700,0.2474709158
1267,NaSbSe2,750,0.2309870155
1268,NaSbSe2,800,0.2165623781
1269,NaSbSe2,850,0.2038337359
1270,NaSbSe2,900,0.1925185347
1271,NaSbSe2,950,0.1823936931
1272,NaSbSe2,1000,0.1732807346
1273,NiSnTi,100,51.08892668
1274,NiSnTi,150,28.85996905
1275,NiSnTi,200,20.51967743
1276,NiSnTi,250,16.07371511
1277,NiSnTi,300,13.27183057
1278,NiSnTi,350,11.32852983
1279,NiSnTi,400,9.894774277
1280,NiSnTi,450,8.790191436
1281,NiSnTi,500,7.911481917
1282,NiSnTi,550,7.194921439
1283,NiSnTi,600,6.598924275
1284,NiSnTi,650,6.095128494
1285,NiSnTi,700,5.663491162
1286,NiSnTi,750,5.289427375
1287,NiSnTi,800,4.962059948
1288,NiSnTi,850,4.673105285
1289,NiSnTi,900,4.416140017
1290,NiSnTi,950,4.186104199
1291,NiSnTi,1000,3.978956273
1292,As2BaMg2,100,12.70576706
1293,As2BaMg2,150,8.059027617
1294,As2BaMg2,200,5.945534095
1295,As2BaMg2,250,4.725626539
1296,As2BaMg2,300,3.92696928
1297,As2BaMg2,350,3.361804473
1298,As2BaMg2,400,2.940099563
1299,As2BaMg2,450,2.613065456
1300,As2BaMg2,500,2.351881947
1301,As2BaMg2,550,2.138395038
1302,As2BaMg2,600,1.9605851
1303,As2BaMg2,650,1.810170366
1304,As2BaMg2,700,1.681255091
1305,As2BaMg2,750,1.569526055
1306,As2BaMg2,800,1.471753899
1307,As2BaMg2,850,1.385472179
1308,As2BaMg2,900,1.30876426
1309,As2BaMg2,950,1.240117974
1310,As2BaMg2,1000,1.178324126
1311,Ba2BrN,100,2.336213907
1312,Ba2BrN,150,1.611384874
1313,Ba2BrN,200,1.244490784
1314,Ba2BrN,250,1.014278818
1315,Ba2BrN,300,0.8552435663
1316,Ba2BrN,350,0.7387696464
1317,Ba2BrN,400,0.6498708206
1318,Ba2BrN,450,0.5798558241
1319,Ba2BrN,500,0.5233266956
1320,Ba2BrN,550,0.4767548081
1321,Ba2BrN,600,0.4377380665
1322,Ba2BrN,650,0.4045859782
1323,Ba2BrN,700,0.3760752026
1324,Ba2BrN,750,0.3512991561
1325,Ba2BrN,800,0.329572056
1326,Ba2BrN,850,0.3103657645
1327,Ba2BrN,900,0.2932670822
1328,Ba2BrN,950,0.2779481782
1329,Ba2BrN,1000,0.2641456809
1330,BaO,100,8.829810379
1331,BaO,150,5.738357848
1332,BaO,200,4.346749589
1333,BaO,250,3.514873066
1334,BaO,300,2.952469074
1335,BaO,350,2.545017729
1336,BaO,400,2.235908868
1337,BaO,450,1.993357692
1338,BaO,500,1.797995818
1339,BaO,550,1.637311617
1340,BaO,600,1.502854065
1341,BaO,650,1.388707556
1342,BaO,700,1.290607637
1343,BaO,750,1.205403013
1344,BaO,800,1.130715044
1345,BaO,850,1.064714962
1346,BaO,900,1.005973902
1347,BaO,950,0.9533594303
1348,BaO,1000,0.9059625814
1349,BaO2,100,3.776896877
1350,BaO2,150,2.442770996
1351,BaO2,200,1.85062642
1352,BaO2,250,1.535043911
1353,BaO2,300,1.350097961
1354,BaO2,350,1.232395337
1355,BaO2,400,1.151405151
1356,BaO2,450,1.091693789
1357,BaO2,500,1.045085885
1358,BaO2,550,1.007070707
1359,BaO2,600,0.9750199802
1360,BaO2,650,0.9473365968
1361,BaO2,700,0.9229675924
1362,BaO2,750,0.9012228275
1363,BaO2,800,0.8816107348
1364,BaO2,850,0.8637826314
1365,BaO2,900,0.8474472708
1366,BaO2,950,0.8324008576
1367,BaO2,1000,0.8184742527
1368,Br2Mg,100,9.85728421
1369,Br2Mg,150,5.809448211
1370,Br2Mg,200,4.153177384
1371,Br2Mg,250,3.247622293
1372,Br2Mg,300,2.672881865
1373,Br2Mg,350,2.273999735
1374,Br2Mg,400,1.980222595
1375,Br2Mg,450,1.754467941
1376,Br2Mg,500,1.575404484
1377,Br2Mg,550,1.42979428
1378,Br2Mg,600,1.309006046
1379,Br2Mg,650,1.207156764
1380,Br2Mg,700,1.120094456
1381,Br2Mg,750,1.044802921
1382,Br2Mg,800,0.9790369849
1383,Br2Mg,850,0.9210901967
1384,Br2Mg,900,0.8696419478
1385,Br2Mg,950,0.823653978
1386,Br2Mg,1000,0.782298569
1387,CCdN2,100,14.99535268
1388,CCdN2,150,8.647102866
1389,CCdN2,200,6.204671486
1390,CCdN2,250,4.905938378
1391,CCdN2,300,4.114193737
1392,CCdN2,350,3.594637878
1393,CCdN2,400,3.236106787
1394,CCdN2,450,2.978030499
1395,CCdN2,500,2.784674754
1396,CCdN2,550,2.633979381
1397,CCdN2,600,2.511824768
1398,CCdN2,650,2.409178169
1399,CCdN2,700,2.320092943
1400,CCdN2,750,2.240726739
1401,CCdN2,800,2.168564464
1402,CCdN2,850,2.101894603
1403,CCdN2,900,2.039615055
1404,CCdN2,950,1.980969569
1405,CCdN2,1000,1.925451814
1406,CMgN2,100,80.61605614
1407,CMgN2,150,48.84841329
1408,CMgN2,200,36.1164391
1409,CMgN2,250,28.95056772
1410,CMgN2,300,24.36161704
1411,CMgN2,350,21.21942677
1412,CMgN2,400,18.97066029
1413,CMgN2,450,17.30638693
1414,CMgN2,500,16.03968424
1415,CMgN2,550,15.05100561
1416,CMgN2,600,14.26083583
1417,CMgN2,650,13.61482262
1418,CMgN2,700,13.07510094
1419,CMgN2,750,12.61492421
1420,CMgN2,800,12.21519056
1421,CMgN2,850,11.86212423
1422,CMgN2,900,11.54569615
1423,CMgN2,950,11.25853329
1424,CMgN2,1000,10.99515879
1425,CoSbTi,100,71.94698212
1426,CoSbTi,150,39.85678527
1427,CoSbTi,200,28.14510477
1428,CoSbTi,250,21.96401024
1429,CoSbTi,300,18.08717955
1430,CoSbTi,350,15.40657491
1431,CoSbTi,400,13.4335588
1432,CoSbTi,450,11.91660474
1433,CoSbTi,500,10.71200612
1434,CoSbTi,550,9.731266131
1435,CoSbTi,600,8.916717245
1436,CoSbTi,650,8.229082009
1437,CoSbTi,700,7.64063864
1438,CoSbTi,750,7.131238826
1439,CoSbTi,800,6.685873738
1440,CoSbTi,850,6.293126057
1441,CoSbTi,900,5.9441519
1442,CoSbTi,950,5.631991723
1443,CoSbTi,1000,5.351092128
1444,FeTeTi,100,47.77510186
1445,FeTeTi,150,27.97390388
1446,FeTeTi,200,20.20723302
1447,FeTeTi,250,15.96546812
1448,FeTeTi,300,13.2482261
1449,FeTeTi,350,11.34267814
1450,FeTeTi,400,9.92612451
1451,FeTeTi,450,8.829056425
1452,FeTeTi,500,7.953076182
1453,FeTeTi,550,7.236822284
1454,FeTeTi,600,6.639905309
1455,FeTeTi,650,6.134590871
1456,FeTeTi,700,5.701172897
1457,FeTeTi,750,5.325249135
1458,FeTeTi,800,4.99604088
1459,FeTeTi,850,4.705316094
1460,FeTeTi,900,4.446676468
1461,FeTeTi,950,4.215072092
1462,FeTeTi,1000,4.006462984
1463,K2Se,100,6.880907356
1464,K2Se,150,4.618453126
1465,K2Se,200,3.486497139
1466,K2Se,250,2.802214456
1467,K2Se,300,2.343042851
1468,K2Se,350,2.013376883
1469,K2Se,400,1.765128786
1470,K2Se,450,1.571424299
1471,K2Se,500,1.41605434
1472,K2Se,550,1.288657702
1473,K2Se,600,1.182300415
1474,K2Se,650,1.092166247
1475,K2Se,700,1.014805254
1476,K2Se,750,0.9476812224
1477,K2Se,800,0.8888878628
1478,K2Se,850,0.8369646328
1479,K2Se,900,0.7907736193
1480,K2Se,950,0.7494151002
1481,K2Se,1000,0.7121683113
1482,Mg2N2Sr,100,31.23513272
1483,Mg2N2Sr,150,17.09276661
1484,Mg2N2Sr,200,11.79693249
1485,Mg2N2Sr,250,9.081631992
1486,Mg2N2Sr,300,7.419814663
1487,Mg2N2Sr,350,6.289384315
1488,Mg2N2Sr,400,5.466239766
1489,Mg2N2Sr,450,4.837965626
1490,Mg2N2Sr,500,4.34162832
1491,Mg2N2Sr,550,3.939060967
1492,Mg2N2Sr,600,3.605676549
1493,Mg2N2Sr,650,3.324874102
1494,Mg2N2Sr,700,3.085015452
1495,Mg2N2Sr,750,2.87768673
1496,Mg2N2Sr,800,2.696646973
1497,Mg2N2Sr,850,2.537165154
1498,Mg2N2Sr,900,2.395587194
1499,Mg2N2Sr,950,2.269044572
1500,Mg2N2Sr,1000,2.155253083
1501,NaSbTe2,100,2.560682694
1502,NaSbTe2,150,1.689164398
1503,NaSbTe2,200,1.264387674
1504,NaSbTe2,250,1.011222648
1505,NaSbTe2,300,0.8428104996
1506,NaSbTe2,350,0.7225982104
1507,NaSbTe2,400,0.6324495705
1508,NaSbTe2,450,0.5623258721
1509,NaSbTe2,500,0.5062150676
1510,NaSbTe2,550,0.4602949302
1511,NaSbTe2,600,0.4220184745
1512,NaSbTe2,650,0.3896227249
1513,NaSbTe2,700,0.3618484411
1514,NaSbTe2,750,0.3377721144
1515,NaSbTe2,800,0.3167010253
1516,NaSbTe2,850,0.2981053635
1517,NaSbTe2,900,0.2815729818
1518,NaSbTe2,950,0.2667784416
1519,NaSbTe2,1000,0.2534613434
1520,OSr,100,29.69336552
1521,OSr,150,17.0917051
1522,OSr,200,12.16986761
1523,OSr,250,9.513992783
1524,OSr,300,7.834099787
1525,OSr,350,6.668623222
1526,OSr,400,5.809709843
1527,OSr,450,5.149275567
1528,OSr,500,4.625008147
1529,OSr,550,4.19841813
1530,OSr,600,3.844362394
1531,OSr,650,3.545691466
1532,OSr,700,3.29029232
1533,OSr,750,3.069358531
1534,OSr,800,2.876330043
1535,OSr,850,2.706217566
1536,OSr,900,2.555157662
1537,OSr,950,2.420111324
1538,OSr,1000,2.298654703
